N34,N47,N70,N73,N74,N83,N178,N208,N225,N248,N249,N264,N276,N289,N314,N320,N327,N337,N342,N349,N387,N388,N406,N458,N502,N522,N539,N556,N562,N563,N611,N614,N619,N629,N639,N676,N682,N688,N701,N702,N755,N778,N780,N785,N813,N817,N835,N860,N861,N886,N896,N898,N899,N900,N906
0.036,0.393,0.054000000000000006,0.166,0.035,0.052000000000000005,0.05500000000000001,0.145,0.233,0.0794,0.188,0.052000000000000005,0.05600000000000001,0.171,0.053000000000000005,0.3,0.048,0.049,0.053000000000000005,0.34,0.08399999999999999,0.0964,0.05500000000000001,0.266,0.10640000000000001,0.034,0.051000000000000004,0.028000000000000004,0.054000000000000006,0.053000000000000005,0.053000000000000005,0.5224,0.167,0.045,0.043,0.05500000000000001,0.045,0.052000000000000005,0.048,0.14900000000000002,0.13920000000000002,0.054000000000000006,0.05,0.029000000000000005,0.053000000000000005,0.333,0.045,0.9496,0.054000000000000006,0.052000000000000005,0.053000000000000005,0.1936,0.047,0.048,0.26
0.036,0.393,0.054000000000000006,0.349,0.035,0.052000000000000005,0.05500000000000001,0.3618,0.32180000000000003,0.05700000000000001,0.1046,0.1096,0.05600000000000001,0.171,0.053000000000000005,0.183,0.048,0.049,0.053000000000000005,0.3012,0.045,0.054000000000000006,0.05500000000000001,0.266,0.05,0.034,0.051000000000000004,0.028000000000000004,0.054000000000000006,0.09419999999999999,0.053000000000000005,0.5478,0.167,0.1182,0.043,0.05500000000000001,0.045,0.052000000000000005,0.048,0.069,0.052000000000000005,0.0964,0.05,0.029000000000000005,0.053000000000000005,0.333,0.045,0.5529999999999999,0.054000000000000006,0.052000000000000005,0.053000000000000005,0.229,0.047,0.048,0.26
0.036,0.3036,0.054000000000000006,0.349,0.035,0.052000000000000005,0.05500000000000001,0.4306,0.45499999999999996,0.05700000000000001,0.049,0.196,0.05600000000000001,0.13779999999999998,0.053000000000000005,0.183,0.048,0.3022,0.223,0.171,0.045,0.054000000000000006,0.05500000000000001,0.0964,0.05,0.034,0.155,0.028000000000000004,0.275,0.259,0.053000000000000005,0.7946,0.24420000000000003,0.3328,0.043,0.05500000000000001,0.045,0.052000000000000005,0.048,0.05700000000000001,0.052000000000000005,0.16,0.05,0.029000000000000005,0.053000000000000005,0.333,0.1202,0.14200000000000002,0.054000000000000006,0.052000000000000005,0.053000000000000005,0.229,0.047,0.048,0.2904
0.036,0.20400000000000001,0.054000000000000006,0.21800000000000003,0.035,0.052000000000000005,0.05500000000000001,0.421,0.3158,0.05700000000000001,0.049,0.196,0.05600000000000001,0.21000000000000002,0.053000000000000005,0.052000000000000005,0.048,0.43099999999999994,0.387,0.171,0.045,0.1722,0.09119999999999999,0.054000000000000006,0.05,0.034,0.155,0.028000000000000004,0.275,0.259,0.053000000000000005,0.6642000000000001,0.294,0.359,0.043,0.05500000000000001,0.045,0.052000000000000005,0.048,0.05700000000000001,0.052000000000000005,0.16,0.05,0.029000000000000005,0.053000000000000005,0.38100000000000006,0.233,0.1436,0.054000000000000006,0.052000000000000005,0.053000000000000005,0.229,0.047,0.11639999999999999,0.174
0.036,0.08280000000000001,0.054000000000000006,0.048,0.035,0.052000000000000005,0.05500000000000001,0.387,0.281,0.05700000000000001,0.049,0.196,0.05600000000000001,0.21000000000000002,0.053000000000000005,0.052000000000000005,0.048,0.5406000000000001,0.387,0.051000000000000004,0.045,0.251,0.236,0.054000000000000006,0.05,0.034,0.155,0.028000000000000004,0.275,0.17660000000000003,0.053000000000000005,0.6881999999999999,0.25,0.359,0.06299999999999999,0.05500000000000001,0.045,0.052000000000000005,0.048,0.483,0.052000000000000005,0.16,0.05,0.029000000000000005,0.053000000000000005,0.242,0.233,0.13,0.054000000000000006,0.1444,0.053000000000000005,0.15820000000000004,0.047,0.219,0.174
0.036,0.141,0.054000000000000006,0.048,0.195,0.052000000000000005,0.05500000000000001,0.31260000000000004,0.281,0.05700000000000001,0.049,0.13840000000000002,0.05600000000000001,0.21000000000000002,0.053000000000000005,0.052000000000000005,0.048,0.5957999999999999,0.387,0.051000000000000004,0.045,0.251,0.336,0.054000000000000006,0.05,0.034,0.11340000000000001,0.028000000000000004,0.275,0.053000000000000005,0.053000000000000005,1.8788000000000005,0.13420000000000004,0.3328,0.123,0.12919999999999998,0.045,0.052000000000000005,0.048,0.9090000000000001,0.052000000000000005,0.0752,0.05,0.0498,0.053000000000000005,0.242,0.233,0.13,0.2156,0.20600000000000002,0.053000000000000005,0.052000000000000005,0.047,0.219,0.174
0.1056,0.141,0.054000000000000006,0.1196,0.23499999999999996,0.052000000000000005,0.05500000000000001,0.16940000000000002,0.059,0.05700000000000001,0.049,0.21559999999999996,0.05600000000000001,0.1456,0.053000000000000005,0.052000000000000005,0.048,0.41319999999999996,0.28979999999999995,0.051000000000000004,0.045,0.251,0.336,0.054000000000000006,0.05,0.034,0.051000000000000004,0.242,0.14240000000000003,0.053000000000000005,0.053000000000000005,0.4388000000000001,0.05700000000000001,0.045,0.20459999999999998,0.285,0.045,0.052000000000000005,0.048,0.185,0.052000000000000005,0.054000000000000006,0.05,0.133,0.053000000000000005,0.049,0.233,1.4806000000000001,0.355,0.20600000000000002,0.053000000000000005,0.11599999999999999,0.047,0.219,0.05500000000000001
0.152,0.141,0.054000000000000006,0.227,0.23499999999999996,0.052000000000000005,0.05500000000000001,0.043,0.059,0.05700000000000001,0.049,0.471,0.05600000000000001,0.049,0.053000000000000005,0.052000000000000005,0.048,0.2972,0.053000000000000005,0.051000000000000004,0.045,0.2116,0.336,0.05720000000000001,0.16399999999999998,0.034,0.267,0.242,0.054000000000000006,0.053000000000000005,0.053000000000000005,0.5469999999999999,0.05700000000000001,0.045,0.4109999999999999,0.285,0.045,0.052000000000000005,0.048,0.2444,0.052000000000000005,0.054000000000000006,0.05,0.133,0.0858,0.049,0.045,0.13,0.355,0.20600000000000002,0.053000000000000005,0.21200000000000002,0.047,0.219,0.05500000000000001
0.152,0.1558,0.054000000000000006,0.227,0.035,0.052000000000000005,0.05500000000000001,0.043,0.059,0.05700000000000001,0.049,0.471,0.05600000000000001,0.049,0.053000000000000005,0.052000000000000005,0.048,0.049,0.053000000000000005,0.051000000000000004,0.045,0.054000000000000006,0.15120000000000003,0.062,0.2682,0.034,0.267,0.1992,0.054000000000000006,0.053000000000000005,0.053000000000000005,0.551,0.05700000000000001,0.08099999999999999,0.4029999999999999,0.285,0.045,0.22800000000000004,0.048,0.272,0.052000000000000005,0.054000000000000006,0.05,0.133,0.217,0.157,0.06639999999999999,0.1396,0.355,0.19680000000000003,0.053000000000000005,0.21200000000000002,0.047,0.048,0.05500000000000001
0.152,0.198,0.054000000000000006,0.227,0.035,0.052000000000000005,0.05500000000000001,0.043,0.059,0.169,0.049,0.308,0.05600000000000001,0.049,0.053000000000000005,0.052000000000000005,0.048,0.049,0.053000000000000005,0.051000000000000004,0.045,0.054000000000000006,0.05500000000000001,0.15299999999999997,0.381,0.034,0.267,0.028000000000000004,0.054000000000000006,0.053000000000000005,0.053000000000000005,0.475,0.05700000000000001,0.133,0.351,0.17520000000000002,0.045,0.22800000000000004,0.048,0.308,0.16720000000000002,0.054000000000000006,0.05,0.2696,0.217,0.189,0.152,0.22600000000000003,0.2346,0.156,0.053000000000000005,0.11600000000000002,0.1958,0.048,0.05500000000000001
0.036,0.198,0.054000000000000006,0.227,0.035,0.052000000000000005,0.05500000000000001,0.043,0.059,0.169,0.049,0.27199999999999996,0.05600000000000001,0.049,0.089,0.052000000000000005,0.048,0.049,0.053000000000000005,0.051000000000000004,0.045,0.054000000000000006,0.05500000000000001,0.287,0.381,0.034,0.267,0.028000000000000004,0.054000000000000006,0.053000000000000005,0.053000000000000005,0.5479999999999999,0.05700000000000001,0.189,0.36219999999999997,0.05500000000000001,0.045,0.22800000000000004,0.048,0.319,0.41259999999999997,0.054000000000000006,0.05,0.22800000000000004,0.217,0.369,0.152,0.286,0.054000000000000006,0.156,0.053000000000000005,0.052000000000000005,0.233,0.048,0.05500000000000001
0.1616,0.198,0.054000000000000006,0.048,0.035,0.052000000000000005,0.1166,0.043,0.059,0.169,0.13240000000000002,0.0852,0.05600000000000001,0.049,0.13140000000000002,0.1306,0.048,0.049,1.0113999999999999,0.051000000000000004,0.045,0.11760000000000001,0.05500000000000001,0.304,0.343,0.034,0.13740000000000002,0.028000000000000004,0.054000000000000006,0.053000000000000005,0.053000000000000005,0.391,0.05700000000000001,1.3558,0.22759999999999997,0.05500000000000001,0.045,0.2864,0.048,0.363,0.49399999999999994,0.054000000000000006,0.05,0.22800000000000004,0.217,0.5610000000000002,0.152,0.238,0.054000000000000006,0.13520000000000001,0.053000000000000005,0.0716,0.233,0.048,0.05500000000000001
0.20800000000000002,0.1056,0.054000000000000006,0.048,0.035,0.052000000000000005,0.209,0.1096,0.059,0.12420000000000002,0.188,0.052000000000000005,0.05600000000000001,0.049,0.11500000000000002,0.183,0.0882,0.049,1.2690000000000001,0.2246,0.123,0.16,0.05500000000000001,0.169,0.1628,0.034,0.051000000000000004,0.028000000000000004,0.054000000000000006,0.053000000000000005,0.053000000000000005,0.37700000000000006,0.05700000000000001,0.30300000000000005,0.225,0.05500000000000001,0.045,0.26839999999999997,0.048,0.3654,0.49399999999999994,0.0752,0.05,0.22800000000000004,0.0858,0.3498,0.08779999999999999,0.1732,0.054000000000000006,0.052000000000000005,0.053000000000000005,0.154,0.233,0.048,0.05500000000000001
0.264,0.044,0.054000000000000006,0.048,0.035,0.052000000000000005,0.209,2.3942,0.059,0.05700000000000001,0.188,0.1096,0.05600000000000001,0.049,0.11500000000000002,0.2064,0.24900000000000003,0.049,1.278,0.268,0.24,0.16,0.05500000000000001,0.054000000000000006,0.05,0.034,0.051000000000000004,0.028000000000000004,0.054000000000000006,0.053000000000000005,0.053000000000000005,0.49660000000000004,0.05700000000000001,0.44239999999999996,0.23200000000000004,0.05500000000000001,0.045,0.198,0.048,0.375,0.3788,0.16,0.05,0.1086,0.053000000000000005,0.329,0.045,0.094,0.054000000000000006,0.052000000000000005,0.053000000000000005,0.161,0.15860000000000002,0.048,0.096
0.272,0.1036,0.054000000000000006,0.048,0.035,0.23759999999999998,0.209,2.9650000000000007,0.059,0.05700000000000001,0.188,0.196,0.05600000000000001,0.049,0.11500000000000002,0.3,0.24900000000000003,0.049,1.278,0.268,0.24,0.16,0.05500000000000001,0.054000000000000006,0.05,0.20800000000000002,0.051000000000000004,0.028000000000000004,0.054000000000000006,0.053000000000000005,0.053000000000000005,0.47719999999999996,0.05700000000000001,0.521,0.22400000000000003,0.05500000000000001,0.045,0.198,0.048,0.341,0.16540000000000002,0.16,0.05,0.029000000000000005,0.053000000000000005,0.281,0.045,0.0748,0.054000000000000006,0.052000000000000005,0.053000000000000005,0.157,0.047,0.048,0.379
0.24080000000000004,0.193,0.054000000000000006,0.1944,0.035,0.284,0.209,2.9706,0.1922,0.05700000000000001,0.1046,0.196,0.05600000000000001,0.049,0.11500000000000002,0.22139999999999999,0.24900000000000003,0.049,1.246,0.268,0.24,0.054000000000000006,0.05500000000000001,0.054000000000000006,0.05,0.20800000000000002,0.051000000000000004,0.028000000000000004,0.054000000000000006,0.053000000000000005,0.053000000000000005,0.517,0.05700000000000001,2.1380000000000003,0.265,0.05500000000000001,0.045,0.13960000000000003,0.048,0.29,0.052000000000000005,0.16,0.05,0.029000000000000005,0.053000000000000005,0.269,0.045,0.0684,0.054000000000000006,0.052000000000000005,0.053000000000000005,0.157,0.047,0.048,0.379
0.21200000000000002,0.193,0.054000000000000006,0.231,0.035,0.31999999999999995,0.05500000000000001,3.1154,0.281,0.05700000000000001,0.049,0.196,0.05600000000000001,0.049,0.053000000000000005,0.169,0.24900000000000003,0.3502,1.306,0.18120000000000003,0.24,0.054000000000000006,0.05500000000000001,0.0964,0.05,0.20800000000000002,0.051000000000000004,0.028000000000000004,0.054000000000000006,0.11300000000000002,0.053000000000000005,1.2304,0.05700000000000001,3.7804,0.298,0.05500000000000001,0.045,0.052000000000000005,0.048,0.3612,0.052000000000000005,0.0964,0.05,0.0498,0.053000000000000005,0.28300000000000003,0.045,0.066,0.054000000000000006,0.052000000000000005,0.053000000000000005,0.1984,0.087,0.048,0.379
0.3882,0.1036,0.054000000000000006,0.231,0.035,0.33540000000000003,0.05500000000000001,5.928400000000001,0.281,0.05700000000000001,0.049,0.13840000000000002,0.05600000000000001,0.049,0.155,0.0988,0.08819999999999999,0.4806,1.378,0.051000000000000004,0.045,0.054000000000000006,0.19979999999999998,0.266,0.13240000000000002,0.20800000000000002,0.1342,0.028000000000000004,0.054000000000000006,0.077,0.053000000000000005,3.7855999999999996,0.05700000000000001,0.7472,3.3915999999999995,0.05500000000000001,0.045,0.052000000000000005,0.048,1.7100000000000002,0.052000000000000005,0.054000000000000006,0.05,0.133,0.053000000000000005,0.3146,0.045,0.11400000000000002,0.054000000000000006,0.052000000000000005,0.053000000000000005,0.21459999999999999,0.08299999999999999,0.219,0.33140000000000003
0.6113999999999999,0.044,0.078,0.166,0.299,0.24620000000000003,0.05500000000000001,0.445,0.281,0.05700000000000001,0.06100000000000001,0.052000000000000005,0.10800000000000001,0.049,0.223,0.052000000000000005,0.048,0.6188,1.5356,0.051000000000000004,0.045,0.054000000000000006,0.236,0.266,0.153,0.1036,0.155,0.028000000000000004,0.0872,0.1806,0.053000000000000005,3.6290000000000004,0.079,0.9298,3.4900000000000007,0.05500000000000001,0.045,0.052000000000000005,0.048,0.404,0.052000000000000005,0.054000000000000006,0.05,0.133,0.053000000000000005,0.462,0.045,0.11399999999999999,0.09359999999999999,0.052000000000000005,0.053000000000000005,0.166,0.10700000000000001,0.219,0.096
0.429,0.044,0.054000000000000006,0.166,0.299,0.15660000000000002,0.05500000000000001,0.44939999999999997,0.2366,0.05700000000000001,0.077,0.052000000000000005,0.176,0.171,0.223,0.052000000000000005,0.048,6.8740000000000006,1.7836000000000003,2.5606,0.045,0.1328,0.236,0.18120000000000003,0.153,0.034,0.155,0.028000000000000004,0.22000000000000003,0.30600000000000005,0.053000000000000005,3.623,0.167,1.0922,3.4870000000000005,0.1262,0.045,0.052000000000000005,0.048,0.392,0.052000000000000005,0.054000000000000006,0.088,0.133,0.053000000000000005,0.4868,0.045,1.8636,0.153,0.052000000000000005,0.09259999999999999,0.166,0.10700000000000001,0.219,0.05500000000000001
0.5229999999999999,0.044,0.11800000000000002,0.166,0.32300000000000006,0.16460000000000002,0.05500000000000001,0.537,0.059,0.05700000000000001,0.077,0.052000000000000005,0.236,0.332,0.223,0.052000000000000005,0.048,0.5448000000000001,1.8519999999999999,3.2692,0.045,0.251,0.236,0.054000000000000006,0.13240000000000002,0.034,0.1342,0.028000000000000004,0.2642,0.302,0.053000000000000005,2.947,0.167,0.045,3.47,0.144,0.045,0.052000000000000005,0.048,0.38639999999999997,0.052000000000000005,0.054000000000000006,0.24,0.07060000000000002,0.101,0.5207999999999999,0.045,4.9766,0.153,0.2584,0.152,0.17840000000000003,0.10700000000000001,0.219,0.05500000000000001
0.9882,0.124,0.6112,0.15460000000000002,0.511,0.20799999999999996,0.187,0.569,0.059,0.05700000000000001,0.073,0.1848,0.25379999999999997,0.332,0.189,0.052000000000000005,0.048,0.8014000000000001,1.932,3.3289999999999997,0.045,0.251,0.16360000000000002,0.054000000000000006,0.1628,0.034,0.051000000000000004,0.028000000000000004,0.441,0.09419999999999999,0.053000000000000005,0.603,0.167,0.045,0.5811999999999999,0.144,0.045,0.0872,0.048,0.26599999999999996,0.052000000000000005,0.054000000000000006,0.24,0.029000000000000005,0.101,1.3526,0.045,0.13,0.2742,0.31,0.1688,0.3278,0.123,0.11640000000000002,0.05500000000000001
2.421,0.30219999999999997,1.1448,0.227,0.543,0.196,0.195,0.3894,0.0938,0.05700000000000001,0.161,0.21800000000000003,0.3346,0.2832,0.053000000000000005,0.391,0.048,2.8406,1.7744,3.353,0.045,0.251,0.155,0.054000000000000006,0.191,0.034,0.051000000000000004,0.028000000000000004,0.40780000000000005,0.053000000000000005,0.053000000000000005,0.177,0.294,0.1914,0.47479999999999994,0.23899999999999996,0.045,5.969400000000001,0.048,0.23700000000000002,0.052000000000000005,0.15219999999999997,0.24,0.029000000000000005,0.257,0.9348000000000001,0.1202,0.118,0.2758,0.31,0.29200000000000004,0.5194000000000001,0.22200000000000003,0.048,0.05500000000000001
2.343,0.341,0.17200000000000001,0.227,0.471,0.26239999999999997,0.135,0.594,0.233,0.12420000000000002,0.177,0.2832,0.265,0.21000000000000002,0.053000000000000005,0.49000000000000005,0.048,4.9622,0.6927999999999999,0.9074,0.045,0.251,0.155,0.054000000000000006,0.30500000000000005,0.034,0.051000000000000004,0.1992,0.275,0.053000000000000005,0.053000000000000005,0.177,0.25,0.22800000000000004,6.322,0.196,0.045,0.322,0.048,0.225,0.052000000000000005,0.133,0.24,0.1086,0.297,0.4586,0.233,0.22600000000000003,0.256,0.2892,0.1648,0.5212000000000001,0.21799999999999997,0.048,0.05500000000000001
2.335,0.341,0.13,0.227,0.331,0.255,0.135,0.4394,0.233,0.169,0.177,0.381,1.3198,0.049,0.077,0.5294,0.048,0.893,0.48199999999999993,0.051000000000000004,0.045,0.054000000000000006,0.155,0.169,0.381,0.034,0.051000000000000004,0.242,0.275,0.053000000000000005,0.081,0.1044,0.21139999999999998,0.22800000000000004,0.527,0.196,0.045,0.476,0.048,0.261,0.1384,0.211,0.088,0.264,0.277,0.40659999999999996,0.233,0.21880000000000002,0.256,0.0828,0.209,0.5216000000000001,0.047,0.048,0.05500000000000001
2.4326,0.43340000000000006,0.11400000000000002,0.227,0.37100000000000005,0.5628,0.183,0.403,0.233,0.169,0.129,0.31460000000000005,0.4050000000000001,0.049,0.11300000000000002,0.594,0.048,0.8488,0.473,0.051000000000000004,0.045,0.054000000000000006,0.11500000000000002,0.169,0.2682,0.034,0.1806,0.242,0.0982,0.053000000000000005,0.10500000000000001,0.05600000000000001,0.05700000000000001,0.22800000000000004,1.4886,0.196,0.045,0.5640000000000001,0.048,0.29699999999999993,0.2716,0.346,0.05,0.26,0.28900000000000003,0.421,0.233,0.21400000000000002,0.2156,0.052000000000000005,0.285,0.46299999999999997,0.047,0.048,0.05500000000000001
2.511,0.198,0.11400000000000002,0.0838,0.34859999999999997,2.004,0.3698,0.347,0.19820000000000002,0.169,0.049,0.11720000000000001,0.34099999999999997,0.049,0.11300000000000002,0.6539999999999999,0.048,0.717,0.521,0.0944,0.045,0.054000000000000006,0.05500000000000001,0.169,0.361,0.034,0.267,0.028000000000000004,0.054000000000000006,0.053000000000000005,0.09,0.8722000000000001,0.05700000000000001,0.15480000000000002,4.9248,0.0832,0.045,0.4031999999999999,0.048,0.285,0.385,0.34500000000000003,0.05,0.284,0.2866,0.421,0.233,1.5262,0.054000000000000006,0.052000000000000005,0.46979999999999994,0.294,0.047,0.048,0.05500000000000001
0.9734000000000002,0.198,1.3488000000000002,0.048,0.4069999999999999,2.0479999999999996,0.527,1.5846,0.059,0.05700000000000001,0.049,0.08080000000000001,0.3874,0.049,0.077,0.594,0.2088,0.771,0.533,0.268,0.20099999999999998,0.054000000000000006,0.05500000000000001,0.12300000000000003,0.292,0.034,0.267,0.028000000000000004,0.054000000000000006,0.053000000000000005,0.089,2.173,0.05700000000000001,0.1236,2.471,0.05500000000000001,0.045,0.372,0.048,0.285,0.385,0.35500000000000004,0.05,0.2976,0.269,0.4274,0.045,0.1132,0.054000000000000006,0.052000000000000005,0.6809999999999999,0.294,0.047,0.048,0.15019999999999997
0.573,0.198,0.11400000000000002,0.048,0.3806,2.2636000000000003,0.503,3.2950000000000004,0.059,0.093,0.049,0.196,0.385,0.049,0.085,0.5805999999999999,0.24900000000000003,1.6954,0.616,0.511,0.24,0.0752,0.05500000000000001,0.054000000000000006,0.12,0.034,0.267,0.028000000000000004,0.2596,0.121,0.11699999999999999,2.632,0.05700000000000001,0.176,0.417,0.05500000000000001,0.045,1.1972,0.048,0.285,0.2986000000000001,0.27559999999999996,0.05,0.101,0.293,0.409,0.045,0.10600000000000001,0.054000000000000006,0.052000000000000005,3.5633999999999992,0.326,0.047,0.048,0.174
0.5058,0.1652,0.11400000000000002,0.14479999999999998,0.275,2.3118000000000003,0.454,3.285,0.059,0.246,0.049,0.196,1.3317999999999999,0.049,0.073,1.668,0.24900000000000003,0.6488,6.0474,0.8290000000000001,0.24,0.16,0.05500000000000001,0.054000000000000006,0.10600000000000001,0.034,0.2238,0.028000000000000004,0.251,0.225,0.1238,2.659,0.05700000000000001,0.176,0.45600000000000007,0.05500000000000001,0.045,0.8939999999999998,0.048,0.24900000000000003,0.24100000000000002,0.1642,0.05,0.1034,0.293,0.3489999999999999,0.045,0.1276,0.054000000000000006,0.052000000000000005,3.53,0.326,0.15860000000000002,0.048,0.174
0.38,0.193,0.11400000000000002,0.349,0.035,2.37,0.5356,3.2446000000000006,0.059,0.328,0.049,0.196,0.349,0.049,0.11100000000000002,3.649,0.326,0.632,0.5680000000000001,0.837,0.24,0.16,0.05500000000000001,0.091,0.188,0.034,0.051000000000000004,0.028000000000000004,0.251,0.053000000000000005,0.163,2.751,0.05700000000000001,0.176,1.73,0.10840000000000001,0.045,0.49399999999999994,0.048,0.225,0.052000000000000005,0.2502,0.05,0.06499999999999999,0.34299999999999997,1.7776,0.045,0.14200000000000002,0.054000000000000006,0.052000000000000005,3.4436,0.35,0.28099999999999997,0.9491999999999999,0.3142
0.43200000000000005,0.193,5.0304,0.349,0.035,0.9987999999999999,0.632,2.2494,0.162,0.196,0.049,0.16720000000000002,0.365,0.049,0.23899999999999996,2.482,0.24459999999999998,2.639,0.45999999999999996,0.7798,0.162,0.16,0.05500000000000001,0.1494,0.2919999999999999,0.1384,0.051000000000000004,0.028000000000000004,0.19580000000000003,0.053000000000000005,0.163,2.3096,0.05700000000000001,0.045,3.5842,0.144,0.045,0.514,0.048,0.225,0.052000000000000005,0.28700000000000003,0.05,0.0962,0.363,3.3565999999999994,0.045,0.1212,0.054000000000000006,0.132,3.464,0.34199999999999997,0.305,0.1002,0.26
0.492,0.1036,0.15,0.2392,0.035,0.6452,0.628,1.0210000000000001,0.1764,0.23200000000000004,0.049,0.052000000000000005,0.693,0.049,0.44899999999999995,2.602,0.192,2.6706,0.44800000000000006,0.6284,0.045,0.0964,0.1636,0.297,0.466,0.20800000000000002,0.155,0.028000000000000004,6.3682,0.1766,0.19979999999999998,0.82,0.167,0.045,3.904,0.144,0.1226,0.42279999999999995,0.048,0.225,0.11740000000000002,0.309,0.05,0.089,0.399,0.5433999999999999,0.045,0.19,0.054000000000000006,0.192,0.4720000000000001,0.3256,0.368,0.1688,0.26
0.46399999999999997,0.1216,0.126,0.09519999999999999,0.035,0.336,0.628,3.349,0.23400000000000004,0.23200000000000004,0.049,0.052000000000000005,0.6050000000000001,0.049,0.403,1.2967999999999997,0.252,2.688,0.6012000000000001,0.368,0.045,0.054000000000000006,0.236,0.287,0.595,0.244,0.155,0.028000000000000004,0.47359999999999997,0.259,0.231,0.776,0.167,0.045,3.8415999999999997,0.144,0.1306,0.342,0.048,0.259,0.161,0.32220000000000004,0.05,0.089,0.42299999999999993,0.558,0.045,0.202,0.054000000000000006,0.11199999999999999,0.5519999999999999,5.118399999999999,0.40679999999999994,0.24300000000000002,0.26
0.5451999999999999,0.141,0.11400000000000002,0.048,0.035,0.36879999999999996,0.209,4.2812,1.3208,0.176,0.049,0.11839999999999999,0.269,0.049,0.307,0.47400000000000003,0.288,2.8331999999999997,0.68,0.051000000000000004,0.045,0.1328,0.236,0.18120000000000003,0.37,0.20800000000000002,0.155,0.028000000000000004,0.6524,0.259,0.281,0.656,0.167,0.045,2.6229999999999998,0.05500000000000001,0.0702,0.371,0.048,0.442,0.161,0.30700000000000005,0.05,0.12260000000000001,0.42299999999999993,0.4516000000000001,0.125,0.18519999999999998,0.054000000000000006,0.20600000000000002,0.44399999999999995,0.45299999999999996,0.213,0.24099999999999996,0.17800000000000002
0.642,0.141,0.11400000000000002,0.048,0.035,0.45599999999999996,0.05500000000000001,3.1754,2.2184,0.172,0.188,0.21800000000000003,0.661,0.049,0.283,0.6910000000000001,0.26399999999999996,1.365,0.7104,0.051000000000000004,0.045,0.251,0.236,0.054000000000000006,0.422,0.19319999999999998,0.11340000000000001,0.028000000000000004,0.9390000000000001,0.09419999999999999,0.321,0.46740000000000004,0.12300000000000003,0.045,2.779,0.05500000000000001,0.054000000000000006,0.477,0.048,0.466,0.161,0.49000000000000005,0.05,0.1706,0.42299999999999993,0.209,0.125,0.2332,0.1332,0.20600000000000002,0.542,0.4608,0.24400000000000005,0.3408,0.05500000000000001
0.654,0.24159999999999998,0.11400000000000002,0.048,0.035,0.43999999999999995,0.05500000000000001,2.6401999999999997,2.3768,0.18,0.188,0.21800000000000003,4.126,0.09780000000000003,0.137,0.6164000000000001,0.23199999999999998,0.975,0.808,0.051000000000000004,0.045,0.251,0.1998,0.054000000000000006,0.8838000000000001,0.156,0.051000000000000004,0.028000000000000004,0.441,0.053000000000000005,0.321,0.128,0.2234,0.045,4.507,0.05740000000000001,0.054000000000000006,0.48,0.048,0.49960000000000004,0.088,0.47000000000000003,0.05,0.4226,0.42299999999999993,0.329,0.045,0.266,0.153,0.20600000000000002,0.6112,0.5342,0.178,0.532,0.05500000000000001
0.8028000000000001,0.244,0.11400000000000002,0.048,0.195,0.372,0.05500000000000001,0.373,2.51,0.271,0.188,0.21800000000000003,2.4212,0.171,0.11300000000000002,0.6422000000000001,0.252,1.003,0.6956,0.051000000000000004,0.045,0.251,0.05500000000000001,0.054000000000000006,1.6962,0.189,0.051000000000000004,0.028000000000000004,0.3414,0.053000000000000005,0.321,0.128,0.254,0.0816,1.0892,0.067,0.075,0.47800000000000004,0.048,0.4372,0.125,0.454,0.24,0.5366000000000001,0.40700000000000003,0.329,0.045,0.22999999999999998,0.1934,0.20600000000000002,0.711,0.7050000000000001,0.196,0.42799999999999994,0.05500000000000001
0.8444,0.244,0.11400000000000002,0.048,0.23499999999999996,0.371,0.05500000000000001,0.229,1.7167999999999997,0.18699999999999997,0.188,0.21800000000000003,0.692,0.171,0.233,0.7912,0.244,0.858,0.55,0.051000000000000004,0.045,0.251,0.05500000000000001,0.054000000000000006,0.925,0.189,0.051000000000000004,0.5730000000000001,0.275,0.053000000000000005,0.31920000000000004,0.128,0.27799999999999997,0.22800000000000004,3.4076,0.067,1.9748,1.0059999999999998,0.048,0.329,0.052000000000000005,0.433,0.24,0.644,0.44860000000000005,0.233,0.045,0.1196,0.3352,0.052000000000000005,0.6769999999999999,0.7832000000000001,0.229,0.40800000000000003,0.05500000000000001
1.0235999999999998,0.244,0.11400000000000002,0.1196,0.23499999999999996,0.374,0.05500000000000001,0.229,0.4226,0.3127999999999999,0.049,0.052000000000000005,0.7040000000000001,0.171,0.223,0.735,0.22800000000000004,1.3676,0.5196000000000001,0.051000000000000004,0.045,0.054000000000000006,0.11500000000000002,0.054000000000000006,0.914,0.26899999999999996,0.2238,0.7120000000000001,0.054000000000000006,0.053000000000000005,0.342,0.128,0.07300000000000001,0.22800000000000004,3.374,0.067,2.455,1.3748,0.048,0.333,0.052000000000000005,2.2613999999999996,0.24,0.644,0.547,0.0706,0.0826,0.098,0.256,0.052000000000000005,0.6612,0.6890000000000001,0.20299999999999999,0.368,0.05500000000000001
